model,openml_task_id,openml_dataset_id,openml_dataset_name,task,feature_type,dataset_size,search_type,seed,device,score_train_mean,score_val_mean,score_test_mean,loss_train_mean,loss_val_mean,loss_test_mean,scores_train,scores_val,scores_test,losses_train,losses_val,losses_test,hp__batch_size,hp__max_epochs,hp__optimizer,hp__lr,hp__weight_decay,hp__lr_scheduler,hp__lr_scheduler_patience,hp__early_stopping_patience,hp__use_pretrained_weights,hp__path_to_weights,hp__n_ensembles
TABPFN_FINETUNE,361094,44056,visualizing_soil,REGRESSION,MIXED,MEDIUM,DEFAULT,1,cuda:7,-5.031528949737549,-5.076584021250407,-5.097399870554606,927.3431396484376,920.2066243489584,932.0870157877604,"[-5.0569658279418945, -4.987465858459473, -5.050155162811279]","[-5.053697109222412, -5.161059379577637, -5.014995574951172]","[-5.045228481292725, -5.183570861816406, -5.0634002685546875]","[929.4553833007812, 929.5478515625, 923.0261840820312]","[927.7803344726562, 908.042724609375, 924.7968139648438]","[926.0250854492188, 925.0982055664062, 945.1377563476562]",1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
TABPFN_FINETUNE,361093,44055,analcatdata_supreme,REGRESSION,MIXED,MEDIUM,DEFAULT,0,cuda:6,-0.232719087600708,-0.2504493951797485,-0.2372938871383667,0.3666440844535827,0.4184273958206176,0.3737500786781311,"[-0.22596323490142822, -0.2382282018661499, -0.23002409934997559, -0.23307466506958008, -0.23630523681640625]","[-0.2158820629119873, -0.22199499607086182, -0.3058570623397827, -0.2793264389038086, -0.22918641567230225]","[-0.27466678619384766, -0.2295764684677124, -0.22316217422485352, -0.22342240810394287, -0.23564159870147705]","[0.3557068407535553, 0.3754235804080963, 0.3668458163738251, 0.3776487112045288, 0.3575954735279083]","[0.37233269214630127, 0.36834612488746643, 0.49690988659858704, 0.38074254989624023, 0.4738057255744934]","[0.4298492670059204, 0.3659224808216095, 0.3395485579967499, 0.35321980714797974, 0.380210280418396]",1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
TABPFN_FINETUNE,361097,44062,Brazilian_houses,REGRESSION,MIXED,MEDIUM,DEFAULT,1,cuda:7,-42.73516845703125,-43.10048675537109,-44.403692881266274,28.074825286865234,27.863784790039062,28.28950564066569,"[-42.50590133666992, -42.59394836425781, -43.105655670166016]","[-41.22523880004883, -43.501991271972656, -44.5742301940918]","[-45.30815124511719, -44.72970199584961, -43.17322540283203]","[28.008281707763672, 28.188390731811523, 28.027803421020508]","[27.24888801574707, 27.567068099975586, 28.77539825439453]","[28.30386734008789, 28.06606101989746, 28.49858856201172]",1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
TABPFN_FINETUNE,361103,44069,SGEMM_GPU_kernel_performance,REGRESSION,MIXED,MEDIUM,DEFAULT,0,cuda:6,-10.428220748901367,-10.137595176696776,-10.372997283935549,14.099019050598145,14.129510879516602,14.10622501373291,[-10.428220748901367],[-10.137595176696777],[-10.372997283935547],[14.099019050598145],[14.129510879516602],[14.10622501373291],1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
TABPFN_FINETUNE,361099,44065,nyc-taxi-green-dec-2016,REGRESSION,MIXED,MEDIUM,DEFAULT,1,cuda:7,-26.998987197875977,-27.85369300842285,-27.709821701049805,10.155102729797363,10.19258975982666,10.21473217010498,[-26.998987197875977],[-27.85369300842285],[-27.709821701049805],[10.155102729797363],[10.19258975982666],[10.21473217010498],1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
TABPFN_FINETUNE,361101,44066,house_sales,REGRESSION,MIXED,MEDIUM,DEFAULT,1,cuda:7,-20.236278533935547,-20.187747955322266,-20.552396774291992,5.910674571990967,5.941766262054443,5.924274444580078,[-20.236278533935547],[-20.187747955322266],[-20.552396774291992],[5.910674571990967],[5.941766262054443],[5.924274444580078],1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
TABPFN_FINETUNE,361287,45043,seattlecrime6,REGRESSION,MIXED,MEDIUM,DEFAULT,0,cuda:6,-2.3476505279541016,-2.361077308654785,-2.3339381217956543,591645.8125,601843.8125,594702.75,[-2.3476505279541016],[-2.361077308654785],[-2.3339381217956543],[591645.8125],[601843.8125],[594702.75],1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
TABPFN_FINETUNE,361102,44068,particulate-matter-ukair-2017,REGRESSION,MIXED,MEDIUM,DEFAULT,1,cuda:7,-18.154823303222656,-18.20656967163086,-17.983943939208984,8.81360149383545,8.845221519470215,8.842988014221191,[-18.154823303222656],[-18.20656967163086],[-17.983943939208984],[8.81360149383545],[8.845221519470215],[8.842988014221191],1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
TABPFN_FINETUNE,361291,45048,medical_charges,REGRESSION,MIXED,MEDIUM,DEFAULT,0,cuda:6,-26.285120010375977,-25.638084411621094,-25.54769325256348,8.545870780944824,8.553406715393066,8.544873237609863,[-26.285120010375977],[-25.638084411621094],[-25.547693252563477],[8.545870780944824],[8.553406715393066],[8.544873237609863],1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
TABPFN_FINETUNE,361098,44063,Bike_Sharing_Demand,REGRESSION,MIXED,MEDIUM,DEFAULT,1,cuda:7,-17.59904670715332,-17.936458587646484,-17.467034339904785,612883.25,610543.1875,610712.96875,"[-17.848005294799805, -17.350088119506836]","[-18.250497817993164, -17.622419357299805]","[-17.392709732055664, -17.541358947753906]","[618345.8125, 607420.6875]","[620305.25, 600781.125]","[613619.5625, 607806.375]",1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
TABPFN_FINETUNE,361104,45042,abalone,REGRESSION,MIXED,MEDIUM,DEFAULT,1,cuda:7,-28.227885818481447,-30.21632537841797,-27.79810752868652,303.7908020019531,301.7340087890625,304.39169921875,"[-24.06313133239746, -30.13442039489746, -26.19509506225586, -30.597368240356445, -30.1494140625]","[-21.813945770263672, -37.32575607299805, -24.57421112060547, -32.936988830566406, -34.43072509765625]","[-27.906768798828125, -28.33222198486328, -22.60057258605957, -30.280261993408203, -29.870712280273438]","[263.0396728515625, 326.9927978515625, 270.3807373046875, 328.5276184082031, 330.01318359375]","[256.279296875, 321.2232360839844, 284.25042724609375, 349.9512023925781, 296.96588134765625]","[278.62188720703125, 318.7042541503906, 273.33587646484375, 324.6455993652344, 326.65087890625]",1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
TABPFN_FINETUNE,361096,44059,diamonds,REGRESSION,MIXED,MEDIUM,DEFAULT,1,cuda:7,-5.592432975769043,-5.5710272789001465,-5.51780891418457,6.769272804260254,6.731462001800537,6.716907024383545,[-5.592432975769043],[-5.5710272789001465],[-5.51780891418457],[6.769272804260254],[6.731462001800537],[6.716907024383545],1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
TABPFN_FINETUNE,361288,45045,delays_zurich_transport,REGRESSION,MIXED,MEDIUM,DEFAULT,0,cuda:6,-3.3023223876953125,-3.290780544281006,-3.2656521797180176,41.84620666503906,42.07704544067383,41.83597946166992,[-3.3023223876953125],[-3.290780544281006],[-3.2656521797180176],[41.84620666503906],[42.07704544067383],[41.83597946166992],1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
TABPFN_FINETUNE,361289,45047,Airlines_DepDelay_1M,REGRESSION,MIXED,MEDIUM,DEFAULT,0,cuda:6,-11.520720481872559,-11.437780380249023,-11.307806968688965,48.07603073120117,48.22031021118164,48.014198303222656,[-11.520720481872559],[-11.437780380249023],[-11.307806968688965],[48.07603073120117],[48.22031021118164],[48.014198303222656],1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
