model,openml_task_id,openml_dataset_id,openml_dataset_name,task,dataset_size,search_type,seed,device,hp__n_features,hp__n_classes,hp__dim,hp__n_layers,hp__n_heads,hp__attn_dropout,hp__y_as_float_embedding,hp__linear_attention,hp__max_samples_support,hp__max_samples_query,hp__max_epochs,hp__optimizer,hp__lr,hp__weight_decay,hp__lr_scheduler,hp__lr_scheduler_patience,hp__early_stopping_patience,hp__use_pretrained_weights,hp__path_to_weights,hp__n_ensembles,hp__use_quantile_transformer,hp__use_feature_count_scaling,hp__name,score_train_mean,score_val_mean,score_test_mean,loss_train_mean,loss_val_mean,loss_test_mean,scores_train,scores_val,scores_test,losses_train,losses_val,losses_test
FOUNDATION,361110,44156,electricity,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:3,100,10,256,8,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-01-10/13-44-28/weights/model_step_60000.pt,1,True,True,Foundation,0.8680999875068665,0.8350503444671631,0.8290186524391174,0.30516600608825684,0.3741353154182434,0.3751519024372101,[0.8680999875068665],[0.8350503444671631],[0.8290186524391174],[0.30516600608825684],[0.3741353154182434],[0.3751519024372101]
FOUNDATION,361111,44157,eye_movements,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:2,100,10,256,8,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-01-10/13-44-28/weights/model_step_60000.pt,1,True,True,Foundation,0.837120513121287,0.6223196983337402,0.6026683251063029,0.4268292586008708,0.6376364429791769,0.652315080165863,"[0.8548356890678406, 0.8323004841804504, 0.8242253661155701]","[0.6330409646034241, 0.6052631735801697, 0.628654956817627]","[0.6122576594352722, 0.5853658318519592, 0.6103814840316772]","[0.38918110728263855, 0.4323574900627136, 0.45894917845726013]","[0.6308980584144592, 0.6513608694076538, 0.6306504011154175]","[0.6508135795593262, 0.6621355414390564, 0.6439961194992065]"
FOUNDATION,361113,44159,covertype,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:3,100,10,256,8,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-01-10/13-44-28/weights/model_step_60000.pt,1,True,True,Foundation,0.9204999804496765,0.8584799766540527,0.8584399819374084,0.20279547572135925,0.32147616147994995,0.32237136363983154,[0.9204999804496765],[0.8584799766540527],[0.8584399819374084],[0.20279547572135925],[0.32147616147994995],[0.32237136363983154]
FOUNDATION,361282,45035,albert,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:2,100,10,256,8,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-01-10/13-44-28/weights/model_step_60000.pt,1,True,True,Foundation,0.6891999840736389,0.6596891283988953,0.6504722237586975,0.5900529026985168,0.6233975887298584,0.6256265640258789,[0.6891999840736389],[0.6596891283988953],[0.6504722237586975],[0.5900529026985168],[0.6233975887298584],[0.6256265640258789]
FOUNDATION,361283,45036,default-of-credit-card-clients,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:0,100,10,256,8,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-01-10/13-44-28/weights/model_step_60000.pt,1,True,True,Foundation,0.7263365586598715,0.6873255372047424,0.7116212447484335,0.5416418115297953,0.5925024747848511,0.567383885383606,"[0.7261571288108826, 0.7242196202278137, 0.728632926940918]","[0.6917923092842102, 0.6725293397903442, 0.6976549625396729]","[0.7080344557762146, 0.7202295660972595, 0.7065997123718262]","[0.5446750521659851, 0.5434227585792542, 0.5368276238441467]","[0.5792603492736816, 0.6092996597290039, 0.5889474153518677]","[0.5721300840377808, 0.5585557818412781, 0.571465790271759]"
FOUNDATION,361285,45038,road-safety,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:1,100,10,256,8,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-01-10/13-44-28/weights/model_step_60000.pt,1,True,True,Foundation,0.8586000204086304,0.7594339847564697,0.7609000205993652,0.33360081911087036,0.46197065711021423,0.4608496427536011,[0.8586000204086304],[0.7594339847564697],[0.7609000205993652],[0.33360081911087036],[0.46197065711021423],[0.4608496427536011]
FOUNDATION,361286,45039,compas-two-years,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:1,100,10,256,8,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-01-10/13-44-28/weights/model_step_60000.pt,1,True,True,Foundation,0.6817223032315572,0.6838180422782898,0.693192720413208,0.594793975353241,0.6005662282307943,0.6009259621302286,"[0.6861335039138794, 0.6777905821800232, 0.681242823600769]","[0.6845637559890747, 0.6845637559890747, 0.68232661485672]","[0.6740172505378723, 0.6979866027832031, 0.7075743079185486]","[0.5887122750282288, 0.6006720662117004, 0.5949975848197937]","[0.5947684049606323, 0.5909082293510437, 0.6160220503807068]","[0.6177759766578674, 0.5950741171836853, 0.5899277925491333]"
