model,openml_task_id,openml_dataset_id,openml_dataset_name,task,feature_type,dataset_size,search_type,seed,device,score_train_mean,score_val_mean,score_test_mean,loss_train_mean,loss_val_mean,loss_test_mean,scores_train,scores_val,scores_test,losses_train,losses_val,losses_test,hp__batch_size,hp__max_epochs,hp__optimizer,hp__lr,hp__weight_decay,hp__lr_scheduler,hp__lr_scheduler_patience,hp__early_stopping_patience,hp__use_pretrained_weights,hp__path_to_weights,hp__n_ensembles
TABPFN_FINETUNE,361072,44132,cpu_act,REGRESSION,NUMERICAL,MEDIUM,DEFAULT,0,cuda:6,-0.6796363989512125,-0.6406310796737671,-0.6426529884338379,550.9861043294271,657.62646484375,568.1586303710938,"[-0.6739194393157959, -0.6883581876754761, -0.6766315698623657]","[-0.6951392889022827, -0.5944774150848389, -0.6322765350341797]","[-0.6303919553756714, -0.6420704126358032, -0.6554965972900391]","[557.4454956054688, 540.7356567382812, 554.7771606445312]","[573.8876953125, 714.88525390625, 684.1064453125]","[582.2399291992188, 577.6502685546875, 544.585693359375]",1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
TABPFN_FINETUNE,361073,44133,pol,REGRESSION,NUMERICAL,MEDIUM,DEFAULT,1,cuda:7,-2.9642237424850464,-2.715491890907288,-2.8052090406417847,6834.705078125,6647.199951171875,6722.1572265625,"[-2.964064836502075, -2.9643826484680176]","[-2.7369906902313232, -2.693993091583252]","[-2.795912265777588, -2.8145058155059814]","[6824.9501953125, 6844.4599609375]","[6658.466796875, 6635.93310546875]","[6745.2001953125, 6699.1142578125]",1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
TABPFN_FINETUNE,361079,44139,house_16H,REGRESSION,NUMERICAL,MEDIUM,DEFAULT,1,cuda:7,-8.63252067565918,-7.82585334777832,-9.070703506469728,7.485629081726074,7.346037864685059,7.325076580047607,[-8.63252067565918],[-7.82585334777832],[-9.070703506469727],[7.485629081726074],[7.346037864685059],[7.325076580047607],1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
TABPFN_FINETUNE,361080,44140,diamonds,REGRESSION,NUMERICAL,MEDIUM,DEFAULT,1,cuda:7,-5.066075801849365,-5.096405029296875,-5.028570652008057,6.228796005249023,6.245251655578613,6.212724208831787,[-5.066075801849365],[-5.096405029296875],[-5.028570652008057],[6.228796005249023],[6.245251655578613],[6.212724208831787],1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
TABPFN_FINETUNE,361086,44146,medical_charges,REGRESSION,NUMERICAL,MEDIUM,DEFAULT,0,cuda:6,-26.285120010375977,-25.638084411621094,-25.54769325256348,8.545870780944824,8.553406715393066,8.544873237609863,[-26.285120010375977],[-25.638084411621094],[-25.547693252563477],[8.545870780944824],[8.553406715393066],[8.544873237609863],1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
TABPFN_FINETUNE,361077,44137,Ailerons,REGRESSION,NUMERICAL,MEDIUM,DEFAULT,1,cuda:7,-4.27431583404541,-4.655752340952556,-4.241718133290608,8.855223920060477e-07,8.511447238864397e-07,8.770129322025847e-07,"[-4.2337117195129395, -4.313693523406982, -4.275542259216309]","[-4.629275798797607, -4.270215034484863, -5.067766189575195]","[-4.377892017364502, -4.228463649749756, -4.118798732757568]","[8.907803703550599e-07, 8.808760298961715e-07, 8.849107757669117e-07]","[8.324387295033375e-07, 8.585340083300252e-07, 8.624614338259562e-07]","[8.65668539518083e-07, 8.859497029334307e-07, 8.794205541562405e-07]",1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
TABPFN_FINETUNE,361078,44138,houses,REGRESSION,NUMERICAL,MEDIUM,DEFAULT,1,cuda:7,-3.371004581451416,-3.2396111488342285,-3.37881851196289,1.4030219316482544,1.42318856716156,1.413205862045288,[-3.371004581451416],[-3.2396111488342285],[-3.3788185119628906],[1.4030219316482544],[1.42318856716156],[1.413205862045288],1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
TABPFN_FINETUNE,361281,45034,delays_zurich_transport,REGRESSION,NUMERICAL,MEDIUM,DEFAULT,0,cuda:6,-3.274019241333008,-3.25637435913086,-3.2331748008728027,41.570919036865234,41.73964309692383,41.51745223999024,[-3.274019241333008],[-3.2563743591308594],[-3.2331748008728027],[41.570919036865234],[41.73964309692383],[41.517452239990234],1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
TABPFN_FINETUNE,361081,44141,Brazilian_houses,REGRESSION,NUMERICAL,MEDIUM,DEFAULT,1,cuda:7,-42.33235422770182,-42.54875691731771,-43.91543451944987,27.81630516052246,27.51548449198405,27.9845708211263,"[-42.107765197753906, -42.20594024658203, -42.68335723876953]","[-40.66439437866211, -42.83296585083008, -44.14891052246094]","[-44.85466003417969, -44.25839614868164, -42.63324737548828]","[27.751968383789062, 27.937501907348633, 27.759445190429688]","[26.886962890625, 27.15263557434082, 28.506855010986328]","[28.026691436767578, 27.77680206298828, 28.150218963623047]",1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
TABPFN_FINETUNE,361085,44145,sulfur,REGRESSION,NUMERICAL,MEDIUM,DEFAULT,0,cuda:6,-231.8165334065756,-187.21258544921875,-207.9112091064453,0.6204566955566406,0.6175442934036255,0.6224053502082825,"[-223.07276916503906, -216.5216064453125, -255.855224609375]","[-147.5678253173828, -144.2559356689453, -269.8139953613281]","[-192.92601013183594, -223.47958374023438, -207.32803344726562]","[0.5855759382247925, 0.5880758166313171, 0.6877183318138123]","[0.5803674459457397, 0.5836702585220337, 0.688595175743103]","[0.5780135989189148, 0.5906320810317993, 0.6985703706741333]",1000,0,adamw,1e-05,0,True,30,40,True,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,10
