model,openml_task_id,openml_dataset_id,openml_dataset_name,task,dataset_size,search_type,seed,device,hp__n_features,hp__n_classes,hp__dim,hp__n_layers,hp__n_heads,hp__attn_dropout,hp__y_as_float_embedding,hp__linear_attention,hp__max_samples_support,hp__max_samples_query,hp__max_epochs,hp__optimizer,hp__lr,hp__weight_decay,hp__lr_scheduler,hp__lr_scheduler_patience,hp__early_stopping_patience,hp__use_pretrained_weights,hp__path_to_weights,hp__n_ensembles,hp__use_quantile_transformer,hp__use_feature_count_scaling,hp__name,score_train_mean,score_val_mean,score_test_mean,loss_train_mean,loss_val_mean,loss_test_mean,scores_train,scores_val,scores_test,losses_train,losses_val,losses_test
FOUNDATION,361110,44156,electricity,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:3,100,10,256,8,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-01-08/22-10-42/weights/model_step_60000.pt,1,True,True,Foundation,0.8928999900817871,0.8331772685050964,0.8337346911430359,0.26861944794654846,0.36926427483558655,0.36474230885505676,[0.8928999900817871],[0.8331772685050964],[0.8337346911430359],[0.26861944794654846],[0.36926427483558655],[0.36474230885505676]
FOUNDATION,361111,44157,eye_movements,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:2,100,10,256,8,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-01-08/22-10-42/weights/model_step_60000.pt,1,True,True,Foundation,0.8612832625706991,0.6349902550379435,0.6220554709434509,0.4327710270881653,0.64158034324646,0.6475939551989237,"[0.8668544888496399, 0.8839436769485474, 0.8330516219139099]","[0.640350878238678, 0.6257309913635254, 0.6388888955116272]","[0.629143238067627, 0.6097561120986938, 0.627267062664032]","[0.45206862688064575, 0.3541408181190491, 0.492103636264801]","[0.6363480091094971, 0.6529422998428345, 0.6354507207870483]","[0.6410297155380249, 0.6639004945755005, 0.6378516554832458]"
FOUNDATION,361113,44159,covertype,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:0,100,10,256,8,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-01-08/22-10-42/weights/model_step_60000.pt,1,True,True,Foundation,0.926800012588501,0.85698002576828,0.8578799962997437,0.1927236020565033,0.3238465487957001,0.3253731429576874,[0.926800012588501],[0.85698002576828],[0.8578799962997437],[0.1927236020565033],[0.3238465487957001],[0.3253731429576874]
FOUNDATION,361282,45035,albert,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:2,100,10,256,8,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-01-08/22-10-42/weights/model_step_60000.pt,1,True,True,Foundation,0.7074000239372253,0.6576856374740601,0.6491991877555847,0.5799533128738403,0.6221855878829956,0.6246992945671082,[0.7074000239372253],[0.6576856374740601],[0.6491991877555847],[0.5799533128738403],[0.6221855878829956],[0.6246992945671082]
FOUNDATION,361283,45036,default-of-credit-card-clients,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:1,100,10,256,8,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-01-08/22-10-42/weights/model_step_60000.pt,1,True,True,Foundation,0.7360602815945944,0.6926298141479492,0.7103060881296793,0.5305125713348389,0.5894084771474203,0.5669197042783102,"[0.7290635108947754, 0.7419806122779846, 0.737136721611023]","[0.7018425464630127, 0.6892797350883484, 0.6867671608924866]","[0.700860857963562, 0.7173601388931274, 0.7126972675323486]","[0.5400980710983276, 0.526033878326416, 0.525405764579773]","[0.5755430459976196, 0.6067986488342285, 0.5858837366104126]","[0.5690088868141174, 0.5593130588531494, 0.5724371671676636]"
FOUNDATION,361285,45038,road-safety,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:3,100,10,256,8,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-01-08/22-10-42/weights/model_step_60000.pt,1,True,True,Foundation,0.8614000082015991,0.762414813041687,0.7616400122642517,0.3422054946422577,0.461051344871521,0.46293601393699646,[0.8614000082015991],[0.762414813041687],[0.7616400122642517],[0.3422054946422577],[0.461051344871521],[0.46293601393699646]
FOUNDATION,361286,45039,compas-two-years,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:2,100,10,256,8,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-01-08/22-10-42/weights/model_step_60000.pt,1,True,True,Foundation,0.6872842311859131,0.6853094696998596,0.6797698934872946,0.5926980574925741,0.6017701625823975,0.6017466386159261,"[0.6907364726066589, 0.6826812624931335, 0.6884349584579468]","[0.68232661485672, 0.68232661485672, 0.6912751793861389]","[0.6644295454025269, 0.6826462149620056, 0.6922339200973511]","[0.587862491607666, 0.599946916103363, 0.5902847647666931]","[0.5989876389503479, 0.5929684042930603, 0.6133544445037842]","[0.617673933506012, 0.5968816876411438, 0.5906842947006226]"
