model,openml_task_id,openml_dataset_id,openml_dataset_name,task,dataset_size,search_type,seed,device,hp__n_features,hp__n_classes,hp__dim,hp__n_layers,hp__n_heads,hp__attn_dropout,hp__y_as_float_embedding,hp__linear_attention,hp__max_samples_support,hp__max_samples_query,hp__max_epochs,hp__optimizer,hp__lr,hp__weight_decay,hp__lr_scheduler,hp__lr_scheduler_patience,hp__early_stopping_patience,hp__use_pretrained_weights,hp__path_to_weights,hp__n_ensembles,hp__use_quantile_transformer,hp__use_feature_count_scaling,hp__name,score_train_mean,score_val_mean,score_test_mean,loss_train_mean,loss_val_mean,loss_test_mean,scores_train,scores_val,scores_test,losses_train,losses_val,losses_test
FOUNDATION,361110,44156,electricity,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:3,100,10,256,8,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-01-03/15-15-15/weights/model_step_160000.pt,1,True,True,Foundation,0.9172000288963318,0.8437134027481079,0.8437186479568481,0.2270250916481018,0.34954833984375,0.34528040885925293,[0.9172000288963318],[0.8437134027481079],[0.8437186479568481],[0.2270250916481018],[0.34954833984375],[0.34528040885925293]
FOUNDATION,361111,44157,eye_movements,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:1,100,10,256,8,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-01-03/15-15-15/weights/model_step_160000.pt,1,True,True,Foundation,0.9092957774798075,0.6423002084096273,0.6399833162625631,0.33373793959617615,0.6187928517659506,0.6212415297826132,"[0.9308919906616211, 0.8974648118019104, 0.8995305299758911]","[0.6798245906829834, 0.621345043182373, 0.6257309913635254]","[0.6366478800773621, 0.6378986835479736, 0.6454033851623535]","[0.28688785433769226, 0.34107616543769836, 0.3732497990131378]","[0.5933545827865601, 0.6430950164794922, 0.6199289560317993]","[0.6179772019386292, 0.624569833278656, 0.6211775541305542]"
FOUNDATION,361113,44159,covertype,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:2,100,10,256,8,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-01-03/15-15-15/weights/model_step_160000.pt,1,True,True,Foundation,0.9649999737739563,0.8839200139045715,0.8832399845123291,0.12468674033880234,0.2775907516479492,0.28257453441619873,[0.9649999737739563],[0.8839200139045715],[0.8832399845123291],[0.12468674033880234],[0.2775907516479492],[0.28257453441619873]
FOUNDATION,361282,45035,albert,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:0,100,10,256,8,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-01-03/15-15-15/weights/model_step_160000.pt,1,True,True,Foundation,0.7049999833106995,0.6574093103408813,0.6485774517059326,0.5801917314529419,0.6229507923126221,0.6264623403549194,[0.7049999833106995],[0.6574093103408813],[0.6485774517059326],[0.5801917314529419],[0.6229507923126221],[0.6264623403549194]
FOUNDATION,361283,45036,default-of-credit-card-clients,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:0,100,10,256,8,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-01-03/15-15-15/weights/model_step_160000.pt,1,True,True,Foundation,0.7302475770314535,0.6859296560287476,0.7167623043060303,0.5365645885467529,0.5890948375066122,0.5629584590593973,"[0.7316469550132751, 0.7325080633163452, 0.72658771276474]","[0.694304883480072, 0.6750418543815613, 0.6884422302246094]","[0.7112625241279602, 0.7302725911140442, 0.7087517976760864]","[0.5369578003883362, 0.5320450067520142, 0.5406909584999084]","[0.5741353034973145, 0.6030508279800415, 0.5900983810424805]","[0.5646796822547913, 0.5531081557273865, 0.5710875391960144]"
FOUNDATION,361285,45038,road-safety,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:1,100,10,256,8,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-01-03/15-15-15/weights/model_step_160000.pt,1,True,True,Foundation,0.8442000150680542,0.76719731092453,0.7674000263214111,0.3541916608810425,0.44554123282432556,0.44393011927604675,[0.8442000150680542],[0.76719731092453],[0.7674000263214111],[0.3541916608810425],[0.44554123282432556],[0.44393011927604675]
FOUNDATION,361286,45039,compas-two-years,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:0,100,10,256,8,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-01-03/15-15-15/weights/model_step_160000.pt,1,True,True,Foundation,0.6838319897651672,0.6838180422782898,0.6797698934872946,0.597098171710968,0.60231614112854,0.6016881068547567,"[0.6875719428062439, 0.6795166730880737, 0.6844073534011841]","[0.6778523325920105, 0.6800894737243652, 0.6935123205184937]","[0.6673058271408081, 0.6768935918807983, 0.6951102614402771]","[0.5938887000083923, 0.6009750366210938, 0.596430778503418]","[0.5996203422546387, 0.5956994891166687, 0.6116285920143127]","[0.6176344752311707, 0.5957438945770264, 0.591685950756073]"
