model,openml_dataset_id,openml_dataset_name,task,dataset_size,search_type,seed,device,hp__n_features,hp__n_classes,hp__dim,hp__n_layers,hp__n_heads,hp__attn_dropout,hp__y_as_float_embedding,hp__linear_attention,hp__max_samples_support,hp__max_samples_query,hp__max_epochs,hp__optimizer,hp__lr,hp__weight_decay,hp__lr_scheduler,hp__lr_scheduler_patience,hp__early_stopping_patience,hp__use_pretrained_weights,hp__path_to_weights,hp__n_ensembles,hp__use_quantile_transformer,hp__use_feature_count_scaling,hp__name,score_train_mean,score_val_mean,score_test_mean,loss_train_mean,loss_val_mean,loss_test_mean,scores_train,scores_val,scores_test,losses_train,losses_val,losses_test
FOUNDATION,44156,electricity,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:1,100,10,128,12,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-02-10/20-42-43/weights/model_step_40000.pt,1,True,True,Foundation,0.8255000114440918,0.810465931892395,0.8111077547073364,0.38590696454048157,0.40859562158584595,0.4079633951187134,[0.8255000114440918],[0.810465931892395],[0.8111077547073364],[0.38590696454048157],[0.40859562158584595],[0.4079633951187134]
FOUNDATION,44157,eye_movements,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:1,100,10,128,12,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-02-10/20-42-43/weights/model_step_40000.pt,1,True,True,Foundation,0.6311737100283304,0.5916179418563843,0.5939128796259562,0.6387396653493246,0.6587684551874796,0.6636561552683512,"[0.6341784000396729, 0.6319248676300049, 0.6274178624153137]","[0.5935672521591187, 0.6081871390342712, 0.5730994343757629]","[0.5978736877441406, 0.5897436141967773, 0.5941213369369507]","[0.6294137239456177, 0.6391982436180115, 0.6476070284843445]","[0.6491114497184753, 0.661588191986084, 0.6656057238578796]","[0.6633191108703613, 0.6633683443069458, 0.6642810106277466]"
FOUNDATION,44159,covertype,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:3,100,10,128,12,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-02-10/20-42-43/weights/model_step_40000.pt,1,True,True,Foundation,0.8288000226020813,0.805679976940155,0.8062199950218201,0.3760928511619568,0.42176559567451477,0.4198969602584839,[0.8288000226020813],[0.805679976940155],[0.8062199950218201],[0.3760928511619568],[0.42176559567451477],[0.4198969602584839]
FOUNDATION,45035,albert,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:3,100,10,128,12,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-02-10/20-42-43/weights/model_step_40000.pt,1,True,True,Foundation,0.6639000177383423,0.6543005108833313,0.6480445265769958,0.6133227348327637,0.6249377727508545,0.6270315051078796,[0.6639000177383423],[0.6543005108833313],[0.6480445265769958],[0.6133227348327637],[0.6249377727508545],[0.6270315051078796]
FOUNDATION,45036,default-of-credit-card-clients,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:2,100,10,128,12,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-02-10/20-42-43/weights/model_step_40000.pt,1,True,True,Foundation,0.7196627259254456,0.6845337748527527,0.7115016579627991,0.5492410063743591,0.5934977730115255,0.56776891152064,"[0.7162540555000305, 0.7188374400138855, 0.7238966822624207]","[0.6876046657562256, 0.6725293397903442, 0.6934673190116882]","[0.7022955417633057, 0.7216642498970032, 0.7105451822280884]","[0.5518282055854797, 0.5485119223594666, 0.5473828911781311]","[0.5804663896560669, 0.6083301305770874, 0.5916967988014221]","[0.5745776295661926, 0.5541549324989319, 0.5745741724967957]"
FOUNDATION,45038,road-safety,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:0,100,10,128,12,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-02-10/20-42-43/weights/model_step_40000.pt,1,True,True,Foundation,0.7871999740600586,0.7503603100776672,0.7517200112342834,0.42863500118255615,0.48896706104278564,0.4860462248325348,[0.7871999740600586],[0.7503603100776672],[0.7517200112342834],[0.42863500118255615],[0.48896706104278564],[0.4860462248325348]
FOUNDATION,45039,compas-two-years,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:1,100,10,128,12,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-02-10/20-42-43/weights/model_step_40000.pt,1,True,True,Foundation,0.6863252917925516,0.6830723285675049,0.6810482541720072,0.5976939797401428,0.6006762981414795,0.6012201905250549,"[0.6867088675498962, 0.6867088675498962, 0.6855581402778625]","[0.6845637559890747, 0.68232661485672, 0.68232661485672]","[0.665388286113739, 0.6855225563049316, 0.6922339200973511]","[0.5924492478370667, 0.6009170413017273, 0.5997156500816345]","[0.5996467471122742, 0.5885985493659973, 0.613783597946167]","[0.6151501536369324, 0.594539999961853, 0.5939704179763794]"
