model,openml_dataset_id,openml_dataset_name,task,dataset_size,search_type,seed,device,hp__n_features,hp__n_classes,hp__dim,hp__n_layers,hp__n_heads,hp__attn_dropout,hp__y_as_float_embedding,hp__linear_attention,hp__max_samples_support,hp__max_samples_query,hp__max_epochs,hp__optimizer,hp__lr,hp__weight_decay,hp__lr_scheduler,hp__lr_scheduler_patience,hp__early_stopping_patience,hp__use_pretrained_weights,hp__path_to_weights,hp__n_ensembles,hp__use_quantile_transformer,hp__use_feature_count_scaling,hp__name,score_train_mean,score_val_mean,score_test_mean,loss_train_mean,loss_val_mean,loss_test_mean,scores_train,scores_val,scores_test,losses_train,losses_val,losses_test
FOUNDATION,44156,electricity,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:0,100,10,512,12,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-02-07/13-24-52/weights/model_step_160000.pt,1,True,True,Foundation,0.9373999834060669,0.8461718559265137,0.8451234102249146,0.1960618644952774,0.347305029630661,0.3427271246910095,[0.9373999834060669],[0.8461718559265137],[0.8451234102249146],[0.1960618644952774],[0.347305029630661],[0.3427271246910095]
FOUNDATION,44157,eye_movements,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:0,100,10,512,12,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-02-07/13-24-52/weights/model_step_160000.pt,1,True,True,Foundation,0.9524256587028503,0.6705653071403503,0.6662497321764628,0.283186341325442,0.584485669930776,0.5844523708025614,"[0.9590610265731812, 0.9569953083992004, 0.9412206411361694]","[0.6783625483512878, 0.6681286692619324, 0.6652047038078308]","[0.66541588306427, 0.6779236793518066, 0.6554096341133118]","[0.23934470117092133, 0.28344565629959106, 0.3267686665058136]","[0.5758349299430847, 0.5919408798217773, 0.5856812000274658]","[0.5848672389984131, 0.5718530416488647, 0.5966368317604065]"
FOUNDATION,44159,covertype,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:1,100,10,512,12,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-02-07/13-24-52/weights/model_step_160000.pt,1,True,True,Foundation,0.9789000153541565,0.8902000188827515,0.8890600204467773,0.09592356532812119,0.2657060921192169,0.26743844151496887,[0.9789000153541565],[0.8902000188827515],[0.8890600204467773],[0.09592356532812119],[0.2657060921192169],[0.26743844151496887]
FOUNDATION,45035,albert,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:3,100,10,512,12,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-02-07/13-24-52/weights/model_step_160000.pt,1,True,True,Foundation,0.6741999983787537,0.6527115702629089,0.6540248990058899,0.6038725972175598,0.6221613883972168,0.6241937875747681,[0.6741999983787537],[0.6527115702629089],[0.6540248990058899],[0.6038725972175598],[0.6221613883972168],[0.6241937875747681]
FOUNDATION,45036,default-of-credit-card-clients,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:2,100,10,512,12,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-02-07/13-24-52/weights/model_step_160000.pt,1,True,True,Foundation,0.7327233552932739,0.6954215367635092,0.7142515579859415,0.5321627060572306,0.5836029648780823,0.5605144699414571,"[0.735952615737915, 0.7296017408370972, 0.7326157093048096]","[0.7051926255226135, 0.6909547448158264, 0.6901172399520874]","[0.7098278403282166, 0.7173601388931274, 0.7155666947364807]","[0.5304129719734192, 0.5346040725708008, 0.5314710736274719]","[0.5718671679496765, 0.5965203642845154, 0.5824213624000549]","[0.5647282004356384, 0.550424337387085, 0.566390872001648]"
FOUNDATION,45038,road-safety,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:1,100,10,512,12,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-02-07/13-24-52/weights/model_step_160000.pt,1,True,True,Foundation,0.8571000099182129,0.7735849022865295,0.7746599912643433,0.32797640562057495,0.4331718385219574,0.42949238419532776,[0.8571000099182129],[0.7735849022865295],[0.7746599912643433],[0.32797640562057495],[0.4331718385219574],[0.42949238419532776]
FOUNDATION,45039,compas-two-years,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:3,100,10,512,12,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-02-07/13-24-52/weights/model_step_160000.pt,1,True,True,Foundation,0.6901610891024271,0.6793437798817953,0.6784915328025818,0.5899046063423157,0.6040467619895935,0.6027239561080933,"[0.6913118362426758, 0.6858457922935486, 0.6933256387710571]","[0.6711409687995911, 0.6890380382537842, 0.6778523325920105]","[0.666347086429596, 0.6912751793861389, 0.6778523325920105]","[0.5867555141448975, 0.5948162078857422, 0.5881420969963074]","[0.5989293456077576, 0.593073844909668, 0.620137095451355]","[0.6197232007980347, 0.5942001342773438, 0.5942485332489014]"
