model,openml_task_id,openml_dataset_id,openml_dataset_name,task,feature_type,dataset_size,search_type,seed,device,score_train_mean,score_val_mean,score_test_mean,loss_train_mean,loss_val_mean,loss_test_mean,scores_train,scores_val,scores_test,losses_train,losses_val,losses_test,hp__batch_size,hp__max_epochs,hp__optimizer,hp__lr,hp__weight_decay,hp__lr_scheduler,hp__lr_scheduler_patience,hp__early_stopping_patience,hp__use_pretrained_weights,hp__path_to_weights,hp__n_ensembles
TABPFN_FINETUNE,361072,44132,cpu_act,REGRESSION,NUMERICAL,MEDIUM,DEFAULT,0,cuda:6,0.9607721964518228,0.9626573324203492,0.9640658299128214,12.882242838541666,15.053522427876793,12.29657777150472,"[0.9668737053871155, 0.9657217860221863, 0.949721097946167]","[0.9712525010108948, 0.9820689558982849, 0.9346505403518677]","[0.9699718952178955, 0.9745094180107117, 0.9477161765098572]","[11.03165054321289, 10.978385925292969, 16.63669204711914]","[9.732444763183594, 8.039402961730957, 27.38871955871582]","[10.72352409362793, 8.967123985290527, 17.199085235595703]",10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
TABPFN_FINETUNE,361073,44133,pol,REGRESSION,NUMERICAL,MEDIUM,DEFAULT,1,cuda:7,0.8772988021373749,0.8596802949905396,0.8524835705757141,211.5116729736328,250.96045684814453,260.7341995239258,"[0.8618022203445435, 0.8927953839302063]","[0.8481448292732239, 0.8712157607078552]","[0.839682936668396, 0.8652842044830322]","[237.93585205078125, 185.08749389648438]","[270.57135009765625, 231.3495635986328]","[284.877685546875, 236.59071350097656]",10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
TABPFN_FINETUNE,361086,44146,medical_charges,REGRESSION,NUMERICAL,MEDIUM,DEFAULT,0,cuda:6,0.9690340757369996,0.9681695699691772,0.9688141345977784,0.0096987234428524,0.010220649652183,0.0100377583876252,[0.9690340757369995],[0.9681695699691772],[0.9688141345977783],[0.009698723442852497],[0.010220649652183056],[0.010037758387625217],10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
TABPFN_FINETUNE,361079,44139,house_16H,REGRESSION,NUMERICAL,MEDIUM,DEFAULT,1,cuda:7,0.5462735891342163,0.4889894127845764,0.5261900424957275,0.3526000380516052,0.4253303408622741,0.3446327447891235,[0.5462735891342163],[0.4889894127845764],[0.5261900424957275],[0.3526000380516052],[0.42533034086227417],[0.34463274478912354],10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
TABPFN_FINETUNE,361077,44137,Ailerons,REGRESSION,NUMERICAL,MEDIUM,DEFAULT,1,cuda:7,0.8215479254722595,0.8106663227081299,0.8153254985809326,2.9960372553243055e-08,2.8572479493504943e-08,3.091896635017596e-08,"[0.8212442398071289, 0.8172902464866638, 0.8261092901229858]","[0.8113910555839539, 0.812160313129425, 0.8084475994110107]","[0.8197966814041138, 0.7990542054176331, 0.827125608921051]","[3.0424324393152347e-08, 3.028865691589999e-08, 2.9168136350676832e-08]","[2.7890868281588155e-08, 3.059965081320115e-08, 2.7226919385725523e-08]","[2.900696216556753e-08, 3.40497443573895e-08, 2.9700192527570834e-08]",10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
TABPFN_FINETUNE,361088,44148,superconduct,REGRESSION,NUMERICAL,MEDIUM,DEFAULT,0,cuda:6,0.898368775844574,0.8695766925811768,0.867294430732727,120.13670349121094,151.84808349609375,154.73561096191406,[0.898368775844574],[0.8695766925811768],[0.867294430732727],[120.13670349121094],[151.84808349609375],[154.73561096191406],10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
TABPFN_FINETUNE,361083,44143,nyc-taxi-green-dec-2016,REGRESSION,NUMERICAL,MEDIUM,DEFAULT,0,cuda:6,0.2149215936660766,0.1793631315231323,0.1847580075263977,0.2847443222999573,0.2898906171321869,0.2900567948818207,[0.21492159366607666],[0.17936313152313232],[0.1847580075263977],[0.2847443222999573],[0.2898906171321869],[0.2900567948818207],10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
TABPFN_FINETUNE,361078,44138,houses,REGRESSION,NUMERICAL,MEDIUM,DEFAULT,1,cuda:7,0.819409966468811,0.7883625030517578,0.8086966872215271,0.0579664930701255,0.0710442587733268,0.0617406219244003,[0.819409966468811],[0.7883625030517578],[0.8086966872215271],[0.05796649307012558],[0.07104425877332687],[0.06174062192440033],10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
TABPFN_FINETUNE,361080,44140,diamonds,REGRESSION,NUMERICAL,MEDIUM,DEFAULT,1,cuda:7,0.9311563968658448,0.927691638469696,0.930622398853302,0.0706903412938118,0.074073776602745,0.0714968666434288,[0.9311563968658447],[0.927691638469696],[0.930622398853302],[0.0706903412938118],[0.07407377660274506],[0.0714968666434288],10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
TABPFN_FINETUNE,361084,44144,house_sales,REGRESSION,NUMERICAL,MEDIUM,DEFAULT,0,cuda:6,0.8823076486587524,0.8611941337585449,0.8612360954284668,0.0327572114765644,0.0389258936047554,0.0381431058049202,[0.8823076486587524],[0.8611941337585449],[0.8612360954284668],[0.03275721147656441],[0.0389258936047554],[0.0381431058049202],10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
TABPFN_FINETUNE,361279,45032,yprop_4_1,REGRESSION,NUMERICAL,MEDIUM,DEFAULT,0,cuda:6,0.039788544178009,0.0190905332565307,0.0209023356437683,0.0008879514061845,0.0007959863481422,0.0007674968025336,"[0.05724024772644043, 0.026907384395599365, 0.035218000411987305]","[0.013248205184936523, 0.015938639640808105, 0.028084754943847656]","[0.006027400493621826, 0.01937711238861084, 0.037302494049072266]","[0.0008812620653770864, 0.0008869774756021798, 0.0008956146775744855]","[0.0008218181901611388, 0.0008275209693238139, 0.0007386198849417269]","[0.0007372298859991133, 0.0008000943344086409, 0.0007651661871932447]",10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
TABPFN_FINETUNE,361280,45033,abalone,REGRESSION,NUMERICAL,MEDIUM,DEFAULT,0,cuda:6,0.5503043532371521,0.5198982000350952,0.5394251942634583,4.673219490051269,4.734624433517456,4.878173828125,"[0.5651315450668335, 0.5050065517425537, 0.584904670715332, 0.513375997543335, 0.5831030011177063]","[0.5110307931900024, 0.45274513959884644, 0.5229735374450684, 0.557095468044281, 0.5556460618972778]","[0.5416669249534607, 0.4866320490837097, 0.5897613167762756, 0.5032135248184204, 0.5758521556854248]","[4.563980579376221, 5.19872522354126, 4.126986026763916, 5.0595808029174805, 4.416824817657471]","[5.492810249328613, 4.586758613586426, 5.302020072937012, 4.567140102386475, 3.724393129348755]","[4.4177069664001465, 5.577911853790283, 4.751280784606934, 5.1559529304504395, 4.488016605377197]",10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
TABPFN_FINETUNE,361281,45034,delays_zurich_transport,REGRESSION,NUMERICAL,MEDIUM,DEFAULT,0,cuda:6,-0.0865441560745239,-0.0891638994216919,-0.0917820930480957,10.568187713623049,10.680760383605955,10.707806587219238,[-0.08654415607452393],[-0.0891638994216919],[-0.0917820930480957],[10.568187713623047],[10.680760383605957],[10.707806587219238],10000,300,adamw,0.0001,1e-05,True,30,40,False,tabularbench/models/tabPFN/prior_diff_real_checkpoint_n_0_epoch_42.cpkt,1
