model,openml_task_id,openml_dataset_id,openml_dataset_name,task,dataset_size,search_type,seed,device,hp__n_features,hp__n_classes,hp__dim,hp__n_layers,hp__n_heads,hp__attn_dropout,hp__y_as_float_embedding,hp__linear_attention,hp__max_samples_support,hp__max_samples_query,hp__max_epochs,hp__optimizer,hp__lr,hp__weight_decay,hp__lr_scheduler,hp__lr_scheduler_patience,hp__early_stopping_patience,hp__use_pretrained_weights,hp__path_to_weights,hp__n_ensembles,hp__use_quantile_transformer,hp__use_feature_count_scaling,hp__name,score_train_mean,score_val_mean,score_test_mean,loss_train_mean,loss_val_mean,loss_test_mean,scores_train,scores_val,scores_test,losses_train,losses_val,losses_test
FOUNDATION,361110,44156,electricity,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:1,100,10,256,8,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-01-10/13-44-28/weights/model_step_260000.pt,1,True,True,Foundation,0.8914999961853027,0.8375087976455688,0.8346377611160278,0.2661869525909424,0.35888129472732544,0.35563093423843384,[0.8914999961853027],[0.8375087976455688],[0.8346377611160278],[0.2661869525909424],[0.35888129472732544],[0.35563093423843384]
FOUNDATION,361111,44157,eye_movements,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:1,100,10,256,8,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-01-10/13-44-28/weights/model_step_260000.pt,1,True,True,Foundation,0.7051643133163452,0.6130604147911072,0.6032937169075012,0.5690018534660339,0.6473724047342936,0.6556711594263712,"[0.6608450412750244, 0.7626290917396545, 0.6920188069343567]","[0.6125730872154236, 0.6154970526695251, 0.6111111044883728]","[0.6041275858879089, 0.5991244316101074, 0.6066291332244873]","[0.6183465719223022, 0.5029357075691223, 0.5857232809066772]","[0.6524493098258972, 0.6445982456207275, 0.6450696587562561]","[0.6609087586402893, 0.6532055735588074, 0.6528991460800171]"
FOUNDATION,361113,44159,covertype,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:2,100,10,256,8,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-01-10/13-44-28/weights/model_step_260000.pt,1,True,True,Foundation,0.8847000002861023,0.8413599729537964,0.8416000008583069,0.26311618089675903,0.34883609414100647,0.3487311601638794,[0.8847000002861023],[0.8413599729537964],[0.8416000008583069],[0.26311618089675903],[0.34883609414100647],[0.3487311601638794]
FOUNDATION,361282,45035,albert,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:0,100,10,256,8,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-01-10/13-44-28/weights/model_step_260000.pt,1,True,True,Foundation,0.6696000099182129,0.6598272919654846,0.6505610346794128,0.6042128205299377,0.622534453868866,0.6261546015739441,[0.6696000099182129],[0.6598272919654846],[0.6505610346794128],[0.6042128205299377],[0.622534453868866],[0.6261546015739441]
FOUNDATION,361283,45036,default-of-credit-card-clients,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:3,100,10,256,8,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-01-10/13-44-28/weights/model_step_260000.pt,1,True,True,Foundation,0.7236454884211222,0.6923506458600363,0.7160449624061584,0.5450574358304342,0.5890626509984335,0.5659188628196716,"[0.722497284412384, 0.7247577905654907, 0.7236813902854919]","[0.695142388343811, 0.6859296560287476, 0.69597989320755]","[0.7091104984283447, 0.7281205058097839, 0.7109038829803467]","[0.5471967458724976, 0.5436930656433105, 0.5442824959754944]","[0.5765221118927002, 0.6048663854598999, 0.5857994556427002]","[0.5705643892288208, 0.5545113682746887, 0.5726808309555054]"
FOUNDATION,361285,45038,road-safety,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:0,100,10,256,8,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-01-10/13-44-28/weights/model_step_260000.pt,1,True,True,Foundation,0.8195000290870667,0.7695885896682739,0.7652599811553955,0.3778742253780365,0.4473058879375458,0.4464118480682373,[0.8195000290870667],[0.7695885896682739],[0.7652599811553955],[0.3778742253780365],[0.4473058879375458],[0.4464118480682373]
FOUNDATION,361286,45039,compas-two-years,CLASSIFICATION,MEDIUM,DEFAULT,0,cuda:0,100,10,256,8,4,0.0,True,True,10000,10000,300,adamw,1e-05,0,False,30,40,True,outputs/2024-01-10/13-44-28/weights/model_step_260000.pt,1,True,True,Foundation,0.6830648183822632,0.6726323564847311,0.6820070544878641,0.5998806754748026,0.606846292813619,0.6068897048632304,"[0.6878595948219299, 0.6789413094520569, 0.6823935508728027]","[0.673378050327301, 0.6800894737243652, 0.6644295454025269]","[0.6749760508537292, 0.6730585098266602, 0.6979866027832031]","[0.591841459274292, 0.6079161763191223, 0.5998843908309937]","[0.6004798412322998, 0.6079369783401489, 0.6121220588684082]","[0.6186392903327942, 0.6126832962036133, 0.5893465280532837]"
